result_id	analysis_id	metric	value	unit	model	population_or_n	source_table	status	notes
figs5_rna_substitutions_all_folds_sort1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, SORT1, ALL_FOLDS	0.5486185437090277	Spearman rho	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_all_folds_psrc1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, PSRC1, ALL_FOLDS	0.8250414596391265	Pearson r	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_all_folds_psrc1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, PSRC1, ALL_FOLDS	0.6452144469200912	Spearman rho	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_all_folds_celsr2_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, CELSR2, ALL_FOLDS	0.8469556605587512	Pearson r	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_all_folds_celsr2_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, CELSR2, ALL_FOLDS	0.6683176211325252	Spearman rho	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_three_gene_mean_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, three_gene_mean, FOLD_0	0.746714157143556	Pearson r	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_three_gene_mean_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, three_gene_mean, FOLD_0	0.5418593582569563	Spearman rho	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_sort1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, SORT1, FOLD_0	-0.16242421910219557	Pearson r	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_sort1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, SORT1, FOLD_0	-0.09119585354697492	Spearman rho	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_psrc1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, PSRC1, FOLD_0	0.7291940182018296	Pearson r	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_psrc1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, PSRC1, FOLD_0	0.5189259570262732	Spearman rho	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_celsr2_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_substitutions, CELSR2, FOLD_0	0.7421675659239275	Pearson r	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_rna_substitutions_fold_0_celsr2_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_substitutions, CELSR2, FOLD_0	0.5351943551497678	Spearman rho	FOLD_0	n=1790 edits	outputs/source_data/FigureS5A_RNA_substitutions.tsv	verified_from_release_table	
figs5_atac_substitutions_all_folds_atac_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, ATAC_substitutions, ATAC, ALL_FOLDS	0.8009484152084196	Pearson r	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5B_ATAC_substitutions.tsv	verified_from_release_table	
figs5_atac_substitutions_all_folds_atac_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, ATAC_substitutions, ATAC, ALL_FOLDS	0.6410569328018599	Spearman rho	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5B_ATAC_substitutions.tsv	verified_from_release_table	
figs5_atac_substitutions_fold_0_atac_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, ATAC_substitutions, ATAC, FOLD_0	0.6849658162083893	Pearson r	FOLD_0	n=1790 edits	outputs/source_data/FigureS5B_ATAC_substitutions.tsv	verified_from_release_table	
figs5_atac_substitutions_fold_0_atac_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, ATAC_substitutions, ATAC, FOLD_0	0.5636192101423765	Spearman rho	FOLD_0	n=1790 edits	outputs/source_data/FigureS5B_ATAC_substitutions.tsv	verified_from_release_table	
figs5_h3k27ac_substitutions_all_folds_h3k27ac_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, H3K27ac_substitutions, H3K27ac, ALL_FOLDS	0.833515670518741	Pearson r	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5C_H3K27ac_substitutions.tsv	verified_from_release_table	
figs5_h3k27ac_substitutions_all_folds_h3k27ac_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, H3K27ac_substitutions, H3K27ac, ALL_FOLDS	0.6635965310330283	Spearman rho	ALL_FOLDS	n=1790 edits	outputs/source_data/FigureS5C_H3K27ac_substitutions.tsv	verified_from_release_table	
figs5_h3k27ac_substitutions_fold_0_h3k27ac_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, H3K27ac_substitutions, H3K27ac, FOLD_0	0.7274996074372407	Pearson r	FOLD_0	n=1790 edits	outputs/source_data/FigureS5C_H3K27ac_substitutions.tsv	verified_from_release_table	
figs5_h3k27ac_substitutions_fold_0_h3k27ac_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, H3K27ac_substitutions, H3K27ac, FOLD_0	0.5632505956307725	Spearman rho	FOLD_0	n=1790 edits	outputs/source_data/FigureS5C_H3K27ac_substitutions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_three_gene_mean_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, three_gene_mean, ALL_FOLDS	0.805295733870154	Pearson r	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_three_gene_mean_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, three_gene_mean, ALL_FOLDS	0.5637927372432697	Spearman rho	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_sort1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, SORT1, ALL_FOLDS	0.7391426025351067	Pearson r	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_sort1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, SORT1, ALL_FOLDS	0.48463640732426194	Spearman rho	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_psrc1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, PSRC1, ALL_FOLDS	0.7838091642858052	Pearson r	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_psrc1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, PSRC1, ALL_FOLDS	0.5079390325113181	Spearman rho	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_celsr2_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, CELSR2, ALL_FOLDS	0.8159279747052123	Pearson r	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_all_folds_celsr2_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, CELSR2, ALL_FOLDS	0.6030904187507925	Spearman rho	ALL_FOLDS	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_three_gene_mean_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, three_gene_mean, FOLD_0	0.6809895343982947	Pearson r	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_three_gene_mean_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, three_gene_mean, FOLD_0	0.386403043778055	Spearman rho	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_sort1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, SORT1, FOLD_0	-0.23052049672382913	Pearson r	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_sort1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, SORT1, FOLD_0	-0.27999148100657556	Spearman rho	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_psrc1_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, PSRC1, FOLD_0	0.6506392071356133	Pearson r	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_psrc1_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, PSRC1, FOLD_0	0.4476485895389371	Spearman rho	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_celsr2_pearson	figs5_kircher_model_exposure	Kircher versus AlphaGenome Pearson r, RNA_deletions, CELSR2, FOLD_0	0.6950907441548615	Pearson r	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs5_rna_deletions_fold_0_celsr2_spearman	figs5_kircher_model_exposure	Kircher versus AlphaGenome Spearman rho, RNA_deletions, CELSR2, FOLD_0	0.43864180507851586	Spearman rho	FOLD_0	n=126 edits	outputs/source_data/FigureS5D_RNA_deletions.tsv	verified_from_release_table	
figs6_f9_dnase_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, F9, DNASE, ALL_FOLDS	0.4738345411492322	Spearman rho	ALL_FOLDS	n=885 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_f9_atac_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, F9, ATAC, ALL_FOLDS	0.4765381857403055	Spearman rho	ALL_FOLDS	n=885 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_foxe1_dnase_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, FOXE1, DNASE, ALL_FOLDS	0.0454200443674499	Spearman rho	ALL_FOLDS	n=1790 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_ldlr_dnase_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, LDLR, DNASE, ALL_FOLDS	0.3361121506554272	Spearman rho	ALL_FOLDS	n=949 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_ldlr_atac_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, LDLR, ATAC, ALL_FOLDS	0.3515582144612859	Spearman rho	ALL_FOLDS	n=949 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_myc_rs11986220_dnase_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, MYC_rs11986220, DNASE, ALL_FOLDS	0.1720689938008387	Spearman rho	ALL_FOLDS	n=1369 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_pklr_dnase_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, PKLR, DNASE, ALL_FOLDS	0.6323839414272215	Spearman rho	ALL_FOLDS	n=1376 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_pklr_atac_all_folds_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, PKLR, ATAC, ALL_FOLDS	0.630794541029482	Spearman rho	ALL_FOLDS	n=1376 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Default ALL_FOLDS model.
figs6_f9_dnase_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, F9, DNASE, matched held-out	0.4391630061990016	Spearman rho	matched held-out	n=885 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_0
figs6_f9_atac_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, F9, ATAC, matched held-out	0.4394891553850343	Spearman rho	matched held-out	n=885 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_0
figs6_foxe1_dnase_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, FOXE1, DNASE, matched held-out	0.0396212428832937	Spearman rho	matched held-out	n=1790 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_1
figs6_ldlr_dnase_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, LDLR, DNASE, matched held-out	0.4912140691934656	Spearman rho	matched held-out	n=949 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_3
figs6_ldlr_atac_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, LDLR, ATAC, matched held-out	0.4460671389941104	Spearman rho	matched held-out	n=949 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_3
figs6_myc_rs11986220_dnase_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, MYC_rs11986220, DNASE, matched held-out	0.1235223267221984	Spearman rho	matched held-out	n=1369 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_1
figs6_pklr_dnase_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, PKLR, DNASE, matched held-out	0.5557625982433636	Spearman rho	matched held-out	n=1376 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_2
figs6_pklr_atac_matched_held-out_rho	figs6_kircher_matched_heldout	Element-level Spearman rho, PKLR, ATAC, matched held-out	0.5363426055939476	Spearman rho	matched held-out	n=1376 substitutions	outputs/source_data/FigureS6_kircher_other_loci/FigureS6C_accessibility_correlation_model_comparison_source.tsv	verified_from_release_table	Assigned held-out fold: FOLD_2
figs9a_pearson	figs9_module_transfer_controls	HPA versus AlphaGenome native RNA Pearson r	0.8211075172371303	Pearson r	ALL_FOLDS	n=20006 genes	outputs/source_data/FigureS9_module_transfer_controls/S9A_values.csv	verified_from_release_table	
figs9a_spearman	figs9_module_transfer_controls	HPA versus AlphaGenome native RNA Spearman rho	0.8078653376990608	Spearman rho	ALL_FOLDS	n=20006 genes	outputs/source_data/FigureS9_module_transfer_controls/S9A_values.csv	verified_from_release_table	
figs9d_spearman	figs9_module_transfer_controls	Native RNA versus T_minus_G Spearman rho	0.6372076344169918	Spearman rho	ALL_FOLDS	n=1471 recipients	outputs/source_data/FigureS9_module_transfer_controls/S9D_values.csv	verified_from_release_table	
figs9e_spearman	figs9_module_transfer_controls	Native RNA versus log2_T_over_G Spearman rho	-0.7130475154092843	Spearman rho	ALL_FOLDS	n=1471 recipients	outputs/source_data/FigureS9_module_transfer_controls/S9E_values.csv	verified_from_release_table	
figs10b_spearman	figs10_tissue_replication	ALL_FOLDS versus FOLD_0 tissue-gene Spearman rho	0.7766233766233767	Spearman rho	ALL_FOLDS;FOLD_0	n=21 tissue-gene cells	outputs/source_data/FigureS10_distal_and_tissue_controls/fold0_tissue_matrix.tsv	verified_from_release_table	
